SERVICIO	I / O	VARIABLE	TIPO_DATO	LONGITUD	CARDINALIDAD	CAMPO	DESCRIPCION	PATH	VALOR	Observacion
ConsultaPersistenciaCredito	OUT	total	int					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:total	3	
ConsultaPersistenciaCredito	OUT	caracterAceptacion	string					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:caracterAceptacion	B	
ConsultaPersistenciaCredito	OUT	ultimoMensaje	short					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:ultimoMensaje	1	
ConsultaPersistenciaCredito	OUT	idTransaccion	string					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:idTransaccion	1591397199	
ConsultaPersistenciaCredito	OUT	codMsgRespuesta	short					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:codMsgRespuesta	0	
ConsultaPersistenciaCredito	OUT	msgRespuesta	string					con:ConsultaPersistenciaCreditoResponse:Response:DataHeader:msgRespuesta		
ConsultaPersistenciaCredito	OUT	descripcionRespuesta	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:descripcionRespuesta		
ConsultaPersistenciaCredito	OUT	aplicacionOrigen	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:aplicacionOrigen	301	
ConsultaPersistenciaCredito	OUT	tipoIdentificacion	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:tipoIdentificacion	1	
ConsultaPersistenciaCredito	OUT	nroIdentificacion	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:nroIdentificacion	19207329	
ConsultaPersistenciaCredito	OUT	nroSolicitud	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:nroSolicitud	35893	
ConsultaPersistenciaCredito	OUT	nroProceso	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:nroProceso	0	
ConsultaPersistenciaCredito	OUT	fechaProceso	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fechaProceso	20200605	
ConsultaPersistenciaCredito	OUT	horaProceso	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:horaProceso	155508	
ConsultaPersistenciaCredito	OUT	valorSolicitado	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:valorSolicitado	0	
ConsultaPersistenciaCredito	OUT	valorAprobado	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:valorAprobado	0	
ConsultaPersistenciaCredito	OUT	valorCuotaMensual	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:valorCuotaMensual	0	
ConsultaPersistenciaCredito	OUT	plazoSolicitado	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:plazoSolicitado	0	
ConsultaPersistenciaCredito	OUT	tasaAprobadaMesVencido	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:tasaAprobadaMesVencido	0	
ConsultaPersistenciaCredito	OUT	tasaAprobadaEfectivaAnual	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:tasaAprobadaEfectivaAnual	0	
ConsultaPersistenciaCredito	OUT	capitalVtu	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:capitalVtu	0.00	
ConsultaPersistenciaCredito	OUT	interesVtu	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:interesVtu	0.00	
ConsultaPersistenciaCredito	OUT	seguroVidaItpVtu	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:seguroVidaItpVtu	0.00	
ConsultaPersistenciaCredito	OUT	totalVtu	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:totalVtu	0.00	
ConsultaPersistenciaCredito	OUT	porcentajeVtu	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:porcentajeVtu	0	
ConsultaPersistenciaCredito	OUT	codigoProductoRprSolicitado	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:codigoProductoRprSolicitado	120	
ConsultaPersistenciaCredito	OUT	codigoSubproductoRprSolicitado	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:codigoSubproductoRprSolicitado	3.510	
ConsultaPersistenciaCredito	OUT	codigoProductoCarteraFm2000Solicitado	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:codigoProductoCarteraFm2000Solicitado	0	
ConsultaPersistenciaCredito	OUT	codigoProductoRprCuentaDesembolsar	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:codigoProductoRprCuentaDesembolsar	0	
ConsultaPersistenciaCredito	OUT	codigoSubproductoRprCuentaDesembolsar	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:codigoSubproductoRprCuentaDesembolsar	0	
ConsultaPersistenciaCredito	OUT	numeroCuentaDesembolsar	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:numeroCuentaDesembolsar	0	
ConsultaPersistenciaCredito	OUT	ingresoMensuales	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:ingresoMensuales	0	
ConsultaPersistenciaCredito	OUT	actividadEconomica	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:actividadEconomica		
ConsultaPersistenciaCredito	OUT	ciudadResidencia	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:ciudadResidencia	0	
ConsultaPersistenciaCredito	OUT	empresaDondeTrabaja	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:empresaDondeTrabaja		
ConsultaPersistenciaCredito	OUT	tipoContrato	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:tipoContrato	0	
ConsultaPersistenciaCredito	OUT	ocupacionIndependiente	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:ocupacionIndependiente		
ConsultaPersistenciaCredito	OUT	decision	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:decision		
ConsultaPersistenciaCredito	OUT	causalNegacion1	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:causalNegacion1		
ConsultaPersistenciaCredito	OUT	causalNegacion2	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:causalNegacion2		
ConsultaPersistenciaCredito	OUT	causalNegacion3	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:causalNegacion3		
ConsultaPersistenciaCredito	OUT	causalNegacion4	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:causalNegacion4		
ConsultaPersistenciaCredito	OUT	causalNegacion5	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:causalNegacion5		
ConsultaPersistenciaCredito	OUT	montoMaximoContraOferta	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:montoMaximoContraOferta	0	
ConsultaPersistenciaCredito	OUT	ingresoFinal	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:ingresoFinal	0	
ConsultaPersistenciaCredito	OUT	oficinaCliente	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:oficinaCliente	0	
ConsultaPersistenciaCredito	OUT	agenteVendedor	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:agenteVendedor	0	
ConsultaPersistenciaCredito	OUT	tipoCuentaDesembolsar	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:tipoCuentaDesembolsar		
ConsultaPersistenciaCredito	OUT	factorPorMillon	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:factorPorMillon	0.00	
ConsultaPersistenciaCredito	OUT	convenio	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:convenio	0	
ConsultaPersistenciaCredito	OUT	periocidadPago	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:periocidadPago		
ConsultaPersistenciaCredito	OUT	idDocumentoPagare	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:idDocumentoPagare	0	
ConsultaPersistenciaCredito	OUT	uRLProductoDigital	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:uRLProductoDigital	/1/	
ConsultaPersistenciaCredito	OUT	descripcionProductoDigital	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:descripcionProductoDigital	Tarjeta Movil	
ConsultaPersistenciaCredito	OUT	indicadorLibranza	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:indicadorLibranza		
ConsultaPersistenciaCredito	OUT	fechaIngresoEmpresaReportadaCliente	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fechaIngresoEmpresaReportadaCliente	0	
ConsultaPersistenciaCredito	OUT	acierta	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:acierta		
ConsultaPersistenciaCredito	OUT	nitEmpresaDondeTrabaja	long					con:ConsultaPersistenciaCreditoResponse:Response:Data:nitEmpresaDondeTrabaja	0	
ConsultaPersistenciaCredito	OUT	riesgoConvenio	short					con:ConsultaPersistenciaCreditoResponse:Response:Data:riesgoConvenio	0	
ConsultaPersistenciaCredito	OUT	nombreConvenio	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:nombreConvenio		
ConsultaPersistenciaCredito	OUT	grupoConvenio	short					con:ConsultaPersistenciaCreditoResponse:Response:Data:grupoConvenio	0	
ConsultaPersistenciaCredito	OUT	tipoTasaFijaOVariable	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:tipoTasaFijaOVariable		
ConsultaPersistenciaCredito	OUT	spreed	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:spreed	0	
ConsultaPersistenciaCredito	OUT	valorFinalCreditoIncluidoCola	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:valorFinalCreditoIncluidoCola	0.00	
ConsultaPersistenciaCredito	OUT	GMF	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:GMF	0.00	
ConsultaPersistenciaCredito	OUT	fechaSimulacion	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fechaSimulacion	0	
ConsultaPersistenciaCredito	OUT	fechaEvaluacion1erMotor	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fechaEvaluacion1erMotor	0	
ConsultaPersistenciaCredito	OUT	OTP	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:OTP		
ConsultaPersistenciaCredito	OUT	campana	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:campana		
ConsultaPersistenciaCredito	OUT	canalVentaOrigen	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:canalVentaOrigen		
ConsultaPersistenciaCredito	OUT	estadoDaviplata	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:estadoDaviplata		
ConsultaPersistenciaCredito	OUT	direccionEntregaTarjeta	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:direccionEntregaTarjeta		
ConsultaPersistenciaCredito	OUT	ciudadEntregaTarjeta	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:ciudadEntregaTarjeta	0	
ConsultaPersistenciaCredito	OUT	valAceptado	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:valAceptado	0	
ConsultaPersistenciaCredito	OUT	valIndicadorAceptacionSeguro	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:valIndicadorAceptacionSeguro		
ConsultaPersistenciaCredito	OUT	fecFechaRtaSolicitudSeguroAdquirido	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fecFechaRtaSolicitudSeguroAdquirido	0	
ConsultaPersistenciaCredito	OUT	fecHoraRtaSolicitudSeguroAdquirido	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fecHoraRtaSolicitudSeguroAdquirido	0	
ConsultaPersistenciaCredito	OUT	valIndicadorCampana	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:valIndicadorCampana		
ConsultaPersistenciaCredito	OUT	valSeguro	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:valSeguro	0.00	
ConsultaPersistenciaCredito	OUT	fecFechaInicioSolicitudAnterior	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:fecFechaInicioSolicitudAnterior	0	
ConsultaPersistenciaCredito	OUT	valNumeroChequesRecoger	int					con:ConsultaPersistenciaCreditoResponse:Response:Data:valNumeroChequesRecoger	0	
ConsultaPersistenciaCredito	OUT	valTotalObligacionesComprar	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:valTotalObligacionesComprar	0.00	
ConsultaPersistenciaCredito	OUT	fecFechaLimiteRecogerCheque	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:fecFechaLimiteRecogerCheque		
ConsultaPersistenciaCredito	OUT	fecFechaLimiteRespuestaEmpresa	string					con:ConsultaPersistenciaCreditoResponse:Response:Data:fecFechaLimiteRespuestaEmpresa		
ConsultaPersistenciaCredito	OUT	valcumulo	decimal					con:ConsultaPersistenciaCreditoResponse:Response:Data:valCumulo		
ConsultarTCV	IN	nombreOperacion	string					con:consultarTCV:Request:DataHeader:nombreOperacion	consultarTCV	
ConsultarTCV	IN	total	int					con:consultarTCV:Request:DataHeader:total	370034	
ConsultarTCV	IN	jornada	short					con:consultarTCV:Request:DataHeader:jornada	0	
ConsultarTCV	IN	canal	short					con:consultarTCV:Request:DataHeader:canal	37	
ConsultarTCV	IN	modoDeOperacion	short					con:consultarTCV:Request:DataHeader:modoDeOperacion	0	
ConsultarTCV	IN	usuario	string					con:consultarTCV:Request:DataHeader:usuario	Mbaas	
ConsultarTCV	IN	perfil	short					con:consultarTCV:Request:DataHeader:perfil	0	
ConsultarTCV	IN	versionServicio	string					con:consultarTCV:Request:DataHeader:versionServicio	1.0.0	
ConsultarTCV	IN	idSesion	string					con:consultarTCV:Request:Data:idSesion		
ConsultarTCV	IN	codIdioma	string					con:consultarTCV:Request:Data:codIdioma		
ConsultarTCV	IN	valOrigen	string					con:consultarTCV:Request:Data:valOrigen		
ConsultarTCV	IN	codPais	string					con:consultarTCV:Request:Data:codPais		
ConsultarTCV	IN	valCodigoConvenio	string					con:consultarTCV:Request:Data:valCodigoConvenio	1	
ConsultarTCV	IN	valTipoConsulta	string					con:consultarTCV:Request:Data:valTipoConsulta	P	
ConsultarTCV	IN	numProducto	string					con:consultarTCV:Request:Data:numProducto	5471301426417516	
ConsultarTCV	IN	valCodigoSeguridad	short					con:consultarTCV:Request:Data:valCodigoSeguridad		
ConsultarTCV	IN	valCampoDisponibleN1	long					con:consultarTCV:Request:Data:valCampoDisponibleN1		
ConsultarTCV	IN	valCampoDisponibleN2	long					con:consultarTCV:Request:Data:valCampoDisponibleN2		
ConsultarTCV	IN	valCampoDisponibleC1	string					con:consultarTCV:Request:Data:valCampoDisponibleC1		
ConsultarTCV	IN	valCampoDisponibleC2	string					con:consultarTCV:Request:Data:valCampoDisponibleC2		
ConsultarTCV	IN	numTelefono	string					con:consultarTCV:Request:Data:numTelefono		
ConsultarTCV	IN	valCodTipoIdentificacion	string					con:consultarTCV:Request:Data:valCodTipoIdentificacion		
ConsultarTCV	IN	numIdentificacion	string					con:consultarTCV:Request:Data:numIdentificacion		
ConsultarTCV	OUT	nombreOperacion	string					NS2:consultarTCVResponse:Response:DataHeader:nombreOperacion	consultarTCV	
ConsultarTCV	OUT	total	int					NS2:consultarTCVResponse:Response:DataHeader:total	370034	
ConsultarTCV	OUT	caracterAceptacion	string					NS2:consultarTCVResponse:Response:DataHeader:caracterAceptacion	B	
ConsultarTCV	OUT	ultimoMensaje	short					NS2:consultarTCVResponse:Response:DataHeader:ultimoMensaje	1	
ConsultarTCV	OUT	codMsgRespuesta	short					NS2:consultarTCVResponse:Response:DataHeader:codMsgRespuesta	0	
ConsultarTCV	OUT	msgRespuesta	string					NS2:consultarTCVResponse:Response:DataHeader:msgRespuesta		
ConsultarTCV	OUT	numRegistros	short					NS2:consultarTCVResponse:Response:Data:numRegistros	1	
ConsultarTCV	OUT	valTipoIdentificacion	string					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valTipoIdentificacion	1	
ConsultarTCV	OUT	numIdentificacion	string					NS2:consultarTCVResponse:Response:Data:Registros:Registro:numIdentificacion	19207329	
ConsultarTCV	OUT	fecVencimiento	int					NS2:consultarTCVResponse:Response:Data:Registros:Registro:fecVencimiento	202609	
ConsultarTCV	OUT	valCodigoSeguridad	short					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valCodigoSeguridad		
ConsultarTCV	OUT	valCampoDisponibleN1	long					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valCampoDisponibleN1	0	
ConsultarTCV	OUT	valCampoDisponibleN2	long					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valCampoDisponibleN2	0	
ConsultarTCV	OUT	valCampoDisponibleC1	string					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valCampoDisponibleC1	5471301426417516	
ConsultarTCV	OUT	valCampoDisponibleC2	string					NS2:consultarTCVResponse:Response:Data:Registros:Registro:valCampoDisponibleC2	ROBERTO LIZARAZO M	
ConsultaSaldosProductos	IN	nombreOperacion	string					con:ConsultaSaldosProductos:Request:DataHeader:nombreOperacion	ConsultaSaldosProductos	
ConsultaSaldosProductos	IN	total	int					con:ConsultaSaldosProductos:Request:DataHeader:total	22365	
ConsultaSaldosProductos	IN	jornada	short					con:ConsultaSaldosProductos:Request:DataHeader:jornada	0	
ConsultaSaldosProductos	IN	canal	short					con:ConsultaSaldosProductos:Request:DataHeader:canal	37	
ConsultaSaldosProductos	IN	modoDeOperacion	short					con:ConsultaSaldosProductos:Request:DataHeader:modoDeOperacion	0	
ConsultaSaldosProductos	IN	usuario	string					con:ConsultaSaldosProductos:Request:DataHeader:usuario	Mbaas	
ConsultaSaldosProductos	IN	perfil	short					con:ConsultaSaldosProductos:Request:DataHeader:perfil	1	
ConsultaSaldosProductos	IN	versionServicio	string					con:ConsultaSaldosProductos:Request:DataHeader:versionServicio	1.0.0	
ConsultaSaldosProductos	IN	idTransaccion	string					con:ConsultaSaldosProductos:Request:DataHeader:idTransaccion	1591397288	
ConsultaSaldosProductos	IN	idSesion	string					con:ConsultaSaldosProductos:Request:Data:idSesion		
ConsultaSaldosProductos	IN	codIdioma	string					con:ConsultaSaldosProductos:Request:Data:codIdioma		
ConsultaSaldosProductos	IN	valOrigen	string					con:ConsultaSaldosProductos:Request:Data:valOrigen		
ConsultaSaldosProductos	IN	codPais	string					con:ConsultaSaldosProductos:Request:Data:codPais		
ConsultaSaldosProductos	IN	valNumIdentificacion						con:ConsultaSaldosProductos:Request:Data:valNumIdentificacion	19207329	
ConsultaSaldosProductos	IN	valTipoIdentificacion						con:ConsultaSaldosProductos:Request:Data:valTipoIdentificacion	1	
ConsultaSaldosProductos	IN	valCompania	string					con:ConsultaSaldosProductos:Request:Data:valCompania	1	
ConsultaSaldosProductos	IN	valCodProducto	string					con:ConsultaSaldosProductos:Request:Data:valCodProducto	1	
ConsultaSaldosProductos	IN	valNumProducto	string					con:ConsultaSaldosProductos:Request:Data:valNumProducto	1	
ConsultaSaldosProductos	IN	valConAhorros	string					con:ConsultaSaldosProductos:Request:Data:valConAhorros	1	
ConsultaSaldosProductos	IN	valConCorrientes	string					con:ConsultaSaldosProductos:Request:Data:valConCorrientes	1	
ConsultaSaldosProductos	IN	valConTcPropias	string					con:ConsultaSaldosProductos:Request:Data:valConTcPropias	0	
ConsultaSaldosProductos	IN	valTcAmparadas	string					con:ConsultaSaldosProductos:Request:Data:valTcAmparadas	0	
ConsultaSaldosProductos	IN	valConCreditos	string					con:ConsultaSaldosProductos:Request:Data:valConCreditos	0	
ConsultaSaldosProductos	IN	valConDabuenavidas	string					con:ConsultaSaldosProductos:Request:Data:valConDabuenavidas	0	
ConsultaSaldosProductos	OUT	nombreOperacion	string					con:ConsultaSaldosProductosResponse:Response:DataHeader:nombreOperacion	ConsultaSaldosProductos	
ConsultaSaldosProductos	OUT	total	int					con:ConsultaSaldosProductosResponse:Response:DataHeader:total	22365	
ConsultaSaldosProductos	OUT	caracterAceptacion	string					con:ConsultaSaldosProductosResponse:Response:DataHeader:caracterAceptacion	B	
ConsultaSaldosProductos	OUT	ultimoMensaje	short					con:ConsultaSaldosProductosResponse:Response:DataHeader:ultimoMensaje	1	
ConsultaSaldosProductos	OUT	idTransaccion	string					con:ConsultaSaldosProductosResponse:Response:DataHeader:idTransaccion	1591397288	
ConsultaSaldosProductos	OUT	codMsgRespuesta	short					con:ConsultaSaldosProductosResponse:Response:DataHeader:codMsgRespuesta	0	
ConsultaSaldosProductos	OUT	msgRespuesta	string					con:ConsultaSaldosProductosResponse:Response:DataHeader:msgRespuesta		
ConsultaSaldosProductos	OUT	valNumIdentificacion	long					con:ConsultaSaldosProductosResponse:Response:Data:valNumIdentificacion	0	
ConsultaSaldosProductos	OUT	codTipoIdentificacion	short					con:ConsultaSaldosProductosResponse:Response:Data:codTipoIdentificacion	0	
ConsultaSaldosProductos	OUT	valCompania	string					con:ConsultaSaldosProductosResponse:Response:Data:valCompania	0	
ConsultaSaldosProductos	OUT	codProducto	string					con:ConsultaSaldosProductosResponse:Response:Data:codProducto	0	
ConsultaSaldosProductos	OUT	valNumProducto	string					con:ConsultaSaldosProductosResponse:Response:Data:valNumProducto	0	
ConsultaSaldosProductos	OUT	valNumCantidadProductos	short					con:ConsultaSaldosProductosResponse:Response:Data:valNumCantidadProductos	3	
ConsultaSaldosProductos	OUT	valCodProducto	string					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valCodProducto	560	
ConsultaSaldosProductos	OUT	valCodSubProducto	string					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valCodSubProducto	2001	
ConsultaSaldosProductos	OUT	valNumProducto	string					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valNumProducto	560501060012660	
ConsultaSaldosProductos	OUT	valCodErrorConsulta	string					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valCodErrorConsulta	31	
ConsultaSaldosProductos	OUT	valMensajeError	string					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valMensajeError	NRO.ESTACION NO EXISTE EN ARCH.TOTALES00	
ConsultaSaldosProductos	OUT	valSaldoOCupoTotal	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valSaldoOCupoTotal	0.00	
ConsultaSaldosProductos	OUT	valSaldoOCupoDisp	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valSaldoOCupoDisp	0.00	
ConsultaSaldosProductos	OUT	valSaldoCanje	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valSaldoCanje	0.00	
ConsultaSaldosProductos	OUT	valSaldoDispAvance	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:valSaldoDispAvance	0.00	
ConsultaSaldosProductos	OUT	valFechaPago	int					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:InformacionPago:valFechaPago	0	
ConsultaSaldosProductos	OUT	valPagoMinimo	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:InformacionPago:valPagoMinimo	0.00	
ConsultaSaldosProductos	OUT	valPagoTotal	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:InformacionPago:valPagoTotal	0.00	
ConsultaSaldosProductos	OUT	valDiasMoraOSobregiro	short					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:InformacionPago:valDiasMoraOSobregiro	0	
ConsultaSaldosProductos	OUT	valMoraOSaldoSobregiro	decimal					con:ConsultaSaldosProductosResponse:Response:Data:Registros:Registro:InformacionPago:valMoraOSaldoSobregiro	0.00	
CrearActualizarClientePN	IN	nombreOperacion						cre:crearActualizarClientePN:Request:DataHeader:nombreOperacion	crearActualizarClientePN	
CrearActualizarClientePN	IN	total	int					cre:crearActualizarClientePN:Request:DataHeader:total	0	
CrearActualizarClientePN	IN	jornada	short					cre:crearActualizarClientePN:Request:DataHeader:jornada	0	
CrearActualizarClientePN	IN	canal	short					cre:crearActualizarClientePN:Request:DataHeader:canal	37	
CrearActualizarClientePN	IN	modoDeOperacion	short					cre:crearActualizarClientePN:Request:DataHeader:modoDeOperacion	0	
CrearActualizarClientePN	IN	usuario	string					cre:crearActualizarClientePN:Request:DataHeader:usuario	MBaas	
CrearActualizarClientePN	IN	perfil	short					cre:crearActualizarClientePN:Request:DataHeader:perfil	1	
CrearActualizarClientePN	IN	versionServicio	string					cre:crearActualizarClientePN:Request:DataHeader:versionServicio	3.0.0	
CrearActualizarClientePN	IN	idSesion	string					cre:crearActualizarClientePN:Request:Data:idSesion		
CrearActualizarClientePN	IN	codIdioma	string					cre:crearActualizarClientePN:Request:Data:codIdioma		
CrearActualizarClientePN	IN	valOrigen	string					cre:crearActualizarClientePN:Request:Data:valOrigen		
CrearActualizarClientePN	IN	codPais	string					cre:crearActualizarClientePN:Request:Data:codPais		
CrearActualizarClientePN	IN	idTransaccion	string					cre:crearActualizarClientePN:Request:Data:idTransaccion		
CrearActualizarClientePN	IN	nroIdentificacionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:nroIdentificacionCLI	19207329	
CrearActualizarClientePN	IN	descTipoIdentificacionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:descTipoIdentificacionCLI	1	
CrearActualizarClientePN	IN	primerApellidoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:primerApellidoCLI		
CrearActualizarClientePN	IN	nombresCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:nombresCLI		
CrearActualizarClientePN	IN	segundoApellidoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:segundoApellidoCLI		
CrearActualizarClientePN	IN	saludoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:saludoCLI		
CrearActualizarClientePN	IN	lugarNacimientoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:lugarNacimientoCLI		
CrearActualizarClientePN	IN	fechaNacimientoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:fechaNacimientoCLI		
CrearActualizarClientePN	IN	lugarExpedicionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:lugarExpedicionCLI		
CrearActualizarClientePN	IN	fechaExpedicionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:fechaExpedicionCLI		
CrearActualizarClientePN	IN	fechaVinculacionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:fechaVinculacionCLI		
CrearActualizarClientePN	IN	oficinaRadicacionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:oficinaRadicacionCLI		
CrearActualizarClientePN	IN	tokenCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:tokenCLI		
CrearActualizarClientePN	IN	indicadorExistenciaCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:indicadorExistenciaCLI		
CrearActualizarClientePN	IN	indicadorPNCNCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:indicadorPNCNCLI		
CrearActualizarClientePN	IN	estadoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:estadoCLI		
CrearActualizarClientePN	IN	tipoCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:tipoCLI		
CrearActualizarClientePN	IN	clienteDavivaloresCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:clienteDavivaloresCLI		
CrearActualizarClientePN	IN	segmentoComercialCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:segmentoComercialCLI		
CrearActualizarClientePN	IN	subsegmentoComercialCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:subsegmentoComercialCLI		
CrearActualizarClientePN	IN	segmentoColorCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:segmentoColorCLI		
CrearActualizarClientePN	IN	flagRelntoGrupoBolivarCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:flagRelntoGrupoBolivarCLI		
CrearActualizarClientePN	IN	clienteHastaLaFecha	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:clienteHastaLaFecha		
CrearActualizarClientePN	IN	segmentoInversionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:segmentoInversionCLI		
CrearActualizarClientePN	IN	perfilRiesgoInversionCLI	string		0..n			cre:crearActualizarClientePN:Request:Data:contact:perfilRiesgoInversionCLI		
